Site,Date,Time Trap set day before,Time Trap Checked,Addition Time for each trap,Minutes Trap open,Hours Trap open,Time Trap Start check,End Time,Trap,Wpt,Depth,Substrate,Structure at trap,Density of Structure,Log or Ledge,Spp,sex,Stage,Total L,Wt,SVL,VTL,Photo #,comment,Wpt,,,Trap Set Time,,UTM N,UTM E,Latitude,Longitude
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TAGR,M,a,,8,56,81,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,3,41,44,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TAGR,M,a,,7,56,83,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2,40,41,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,60,2,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,51,1,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,60,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,52,1,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,8,60,72,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,56,2,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,61,1.5,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,TSB,,,43,1.5,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2,38,42,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2,41,40,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,4,42,48,,bite out of top of tail,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2.5,39,40,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,4,39,41,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2,30,33,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,5,44,50,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2.5,40,43,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,1.5,32,35,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,AMGR,,l,,2,39,39,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.6685,41039.44444,0.00625,1117.366667,18.62277778,0.319444444,0.583333333,fyke,74,55,m,lily,sparse,,CORIXID,,,,,,,,,74,74,41038,0.66849537,U,5429747,311204,48.99169942,-125.5809006
Wood Lake - LS3C,41039,41038.69487,41039.45069,,1088.383333,18.13972222,0.319444444,0.583333333,21,82,38,firm mud,"lily, buckbean",,channel,TSB,,,59,2,,,,,82,82,41038,0.694872685,U,5429748,311252,48.99172311,-125.5802456
Wood Lake - LS3C,41039,41038.69487,41039.45069,,1088.383333,18.13972222,0.319444444,0.583333333,21,82,38,firm mud,"lily, buckbean",,channel,LEECH,,,,,,,,,82,82,41038,0.694872685,U,5429748,311252,48.99172311,-125.5802456
Wood Lake - LS3C,41039,41038.69487,41039.45069,,1088.383333,18.13972222,0.319444444,0.583333333,21,82,38,firm mud,"lily, buckbean",,channel,LEECH,,,,,,,,,82,82,41038,0.694872685,U,5429748,311252,48.99172311,-125.5802456
Wood Lake - LS3C,41039,41038.69487,41039.45069,,1088.383333,18.13972222,0.319444444,0.583333333,21,82,38,firm mud,"lily, buckbean",,channel,ODONATE,,,,,,,,,82,82,41038,0.694872685,U,5429748,311252,48.99172311,-125.5802456
Wood Lake - LS3C,41039,41038.69487,41039.45069,0.00625,1088.383333,18.13972222,0.319444444,0.583333333,21,82,38,firm mud,"lily, buckbean",,channel,AMPHIPOD,,,,,,,,,82,82,41038,0.694872685,U,5429748,311252,48.99172311,-125.5802456
Wood Lake - LS3C,41039,41038.69679,41039.45694,,1094.616667,18.24361111,0.319444444,0.583333333,22,83,45,firm mud,"lily, buckbean",,channel,AMPHIPOD,,,,,,,,,83,83,41038,0.696793981,U,5429734,311259,48.99159945,-125.5801435
Wood Lake - LS3C,41039,41038.69679,41039.45694,,1094.616667,18.24361111,0.319444444,0.583333333,22,83,45,firm mud,"lily, buckbean",,channel,AMPHIPOD,,,,,,,,,83,83,41038,0.696793981,U,5429734,311259,48.99159945,-125.5801435
Wood Lake - LS3C,41039,41038.69679,41039.45694,,1094.616667,18.24361111,0.319444444,0.583333333,22,83,45,firm mud,"lily, buckbean",,channel,UNSA,,l,39,,,,4859to66,,83,83,41038,0.696793981,U,5429734,311259,48.99159945,-125.5801435
Wood Lake - LS3C,41039,41038.69679,41039.45694,0.00625,1094.616667,18.24361111,0.319444444,0.583333333,22,83,45,firm mud,"lily, buckbean",,channel,ODONATE,,,,,,,,,83,83,41038,0.696793981,U,5429734,311259,48.99159945,-125.5801435
Wood Lake - LS3C,41039,41038.69861,41039.46319,,1101,18.35,0.319444444,0.583333333,23,84,45,firm mud,"lily, grass",sparse,channel,AMGR,,l,,2,39,40,,,84,84,41038,0.698611111,U,5429735,311263,48.99160966,-125.5800893
Wood Lake - LS3C,41039,41038.69861,41039.46319,,1101,18.35,0.319444444,0.583333333,23,84,45,firm mud,"lily, grass",sparse,channel,AMGR,,l,,2,41,42,,,84,84,41038,0.698611111,U,5429735,311263,48.99160966,-125.5800893
Wood Lake - LS3C,41039,41038.69861,41039.46319,,1101,18.35,0.319444444,0.583333333,23,84,45,firm mud,"lily, grass",sparse,channel,NOTONECTID,,,,,,,,,84,84,41038,0.698611111,U,5429735,311263,48.99160966,-125.5800893
Wood Lake - LS3C,41039,41038.69861,41039.46319,,1101,18.35,0.319444444,0.583333333,23,84,45,firm mud,"lily, grass",sparse,channel,NOTONECTID,,,,,,,,,84,84,41038,0.698611111,U,5429735,311263,48.99160966,-125.5800893
Wood Lake - LS3C,41039,41038.69861,41039.46319,0.00625,1101,18.35,0.319444444,0.583333333,23,84,45,firm mud,"lily, grass",sparse,channel,AMPHIPOD,,,,,,,,,84,84,41038,0.698611111,U,5429735,311263,48.99160966,-125.5800893
Wood Lake - LS3C,41039,41038.70052,41039.46944,,1107.25,18.45416667,0.319444444,0.583333333,24,85,37,m,mixed,,channel,RAAU,,,31,,,,,,85,85,41038,0.700520833,U,5429731,311269,48.99157555,-125.5800055
Wood Lake - LS3C,41039,41038.70052,41039.46944,,1107.25,18.45416667,0.319444444,0.583333333,24,85,37,m,mixed,,channel,RAAU,,,32,,,,,,85,85,41038,0.700520833,U,5429731,311269,48.99157555,-125.5800055
Wood Lake - LS3C,41039,41038.70052,41039.46944,,1107.25,18.45416667,0.319444444,0.583333333,24,85,37,m,mixed,,channel,ODONATE,,,,,,,,,85,85,41038,0.700520833,U,5429731,311269,48.99157555,-125.5800055
Wood Lake - LS3C,41039,41038.70052,41039.46944,0.00625,1107.25,18.45416667,0.319444444,0.583333333,24,85,37,m,mixed,,channel,CADDISFLY,,,,,,,,,85,85,41038,0.700520833,U,5429731,311269,48.99157555,-125.5800055
Wood Lake - LS3C,41039,41038.70297,41039.47569,,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,AMGR,,l,,2,39,40,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70297,41039.47569,,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,ODONATE,,,,,,,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70297,41039.47569,,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,CADDISFLY,,,,,,,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70297,41039.47569,,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,CADDISFLY,,,,,,,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70297,41039.47569,,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,CADDISFLY,,,,,,,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70297,41039.47569,0.00625,1112.716667,18.54527778,0.319444444,0.583333333,25,86,37,m,buckbean,,,CADDISFLY,,,,,,,,,86,86,41038,0.702974537,U,5429729,311287,48.99156309,-125.5797588
Wood Lake - LS3C,41039,41038.70527,41039.48194,,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,AMGR,,l,,4,46,49,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.70527,41039.48194,,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.70527,41039.48194,,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.70527,41039.48194,,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.70527,41039.48194,,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.70527,41039.48194,0.00625,1118.416667,18.64027778,0.319444444,0.583333333,26,87,51,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,87,87,41038,0.705266204,U,5429723,311313,48.99151714,-125.5794009
Wood Lake - LS3C,41039,41038.7069,41039.48819,,1125.066667,18.75111111,0.319444444,0.583333333,27,88,51,m,open,,beside rush,UNSA,,,43,,20,23,,,88,88,41038,0.706898148,U,5429722,311315,48.99150876,-125.5793732
Wood Lake - LS3C,41039,41038.7069,41039.48819,,1125.066667,18.75111111,0.319444444,0.583333333,27,88,51,m,open,,beside rush,CADDISFLY,,,,,,,,,88,88,41038,0.706898148,U,5429722,311315,48.99150876,-125.5793732
Wood Lake - LS3C,41039,41038.7069,41039.48819,0.00625,1125.066667,18.75111111,0.319444444,0.583333333,27,88,51,m,open,,beside rush,CORIXID,,,,,,,,,88,88,41038,0.706898148,U,5429722,311315,48.99150876,-125.5793732
Wood Lake - LS3C,41039,41038.70718,41039.49444,0.00625,1133.666667,18.89444444,0.319444444,0.583333333,28,89,55,m,"lily, buckbean",sparse,,RAAU,,,33,,,,,,89,89,41038,0.707175926,U,5429722,311317,48.99150938,-125.5793459
Wood Lake - LS3C,41039,41038.71084,41039.50069,,1137.383333,18.95638889,0.319444444,0.583333333,29,90,60,m,lily,sparse,,RAAU,,,31,,,,,,90,90,41038,0.710844907,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71084,41039.50069,,1137.383333,18.95638889,0.319444444,0.583333333,29,90,60,m,lily,sparse,,NOTONECTID,,,,,,,,,90,90,41038,0.710844907,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71084,41039.50069,,1137.383333,18.95638889,0.319444444,0.583333333,29,90,60,m,lily,sparse,,NOTONECTID,,,,,,,,,90,90,41038,0.710844907,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71084,41039.50069,0.00625,1137.383333,18.95638889,0.319444444,0.583333333,29,90,60,m,lily,sparse,,CORIXID,,,,,,,,,90,90,41038,0.710844907,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71228,41039.50694,,1144.316667,19.07194444,0.319444444,0.583333333,30,91,62,m,lily,sparse,,TSB,,,59,3,,,,,91,91,41038,0.712280093,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71228,41039.50694,,1144.316667,19.07194444,0.319444444,0.583333333,30,91,62,m,lily,sparse,,TSB,,,57,2.5,,,,,91,91,41038,0.712280093,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71228,41039.50694,,1144.316667,19.07194444,0.319444444,0.583333333,30,91,62,m,lily,sparse,,CADDISFLY,,,,,,,,,91,91,41038,0.712280093,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71228,41039.50694,,1144.316667,19.07194444,0.319444444,0.583333333,30,91,62,m,lily,sparse,,CADDISFLY,,,,,,,,,91,91,41038,0.712280093,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71228,41039.50694,0.00625,1144.316667,19.07194444,0.319444444,0.583333333,30,91,62,m,lily,sparse,,TSB,,,58,3,,,,,91,91,41038,0.712280093,U,5429723,311335,48.99152388,-125.5791005
Wood Lake - LS3C,41039,41038.71367,41039.51319,,1151.316667,19.18861111,0.319444444,0.583333333,31,92,70,m,lily,sparse,,AMGR,,l,,5,40,42,,,92,92,41038,0.713668981,U,5429724,311337,48.99153348,-125.5790737
Wood Lake - LS3C,41039,41038.71367,41039.51319,0.00625,1151.316667,19.18861111,0.319444444,0.583333333,31,92,70,m,lily,sparse,,CORIXID,,,,,,,,,92,92,41038,0.713668981,U,5429724,311337,48.99153348,-125.5790737
Wood Lake - LS3C,41039,41038.7149,41039.51944,,1158.55,19.30916667,0.319444444,0.583333333,32,93,63,m,lily,sparse,,AMGR,,l,,3.5,40,46,,,93,93,41038,0.714895833,U,5429725,311338,48.99154277,-125.5790605
Wood Lake - LS3C,41039,41038.7149,41039.51944,0.00625,1158.55,19.30916667,0.319444444,0.583333333,32,93,63,m,lily,sparse,,TSB,,,60,3,,,,,93,93,41038,0.714895833,U,5429725,311338,48.99154277,-125.5790605
Wood Lake - LS3C,41039,41038.71718,41039.52569,,1164.266667,19.40444444,0.319444444,0.583333333,33,94,77,m,"lily, buckbean",sparse,,RAAU,,,31,,,,,,94,94,41038,0.717175926,U,5429729,311350,48.99158239,-125.5788985
Wood Lake - LS3C,41039,41038.71718,41039.52569,0.00625,1164.266667,19.40444444,0.319444444,0.583333333,33,94,77,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,94,94,41038,0.717175926,U,5429729,311350,48.99158239,-125.5788985
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,AMGR,,,,5,46,50,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,RAAU,,,31,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.71892,41039.53194,0.00625,1170.75,19.5125,0.319444444,0.583333333,34,95,60,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,95,95,41038,0.718923611,U,5429731,311351,48.99160067,-125.5788857
Wood Lake - LS3C,41039,41038.72078,41039.53819,,1177.083333,19.61805555,0.319444444,0.583333333,35,97,48,m,mixed,,,MITE,,,,,,,4866to69,,97,97,41038,0.720775463,U,5429724,311361,48.99154082,-125.5787459
Wood Lake - LS3C,41039,41038.72078,41039.53819,,1177.083333,19.61805555,0.319444444,0.583333333,35,97,48,m,mixed,,,MITE,,,,,,,,,97,97,41038,0.720775463,U,5429724,311361,48.99154082,-125.5787459
Wood Lake - LS3C,41039,41038.72078,41039.53819,,1177.083333,19.61805555,0.319444444,0.583333333,35,97,48,m,mixed,,,CORIXID,,,,,,,,,97,97,41038,0.720775463,U,5429724,311361,48.99154082,-125.5787459
Wood Lake - LS3C,41039,41038.72078,41039.53819,,1177.083333,19.61805555,0.319444444,0.583333333,35,97,48,m,mixed,,,CORIXID,,,,,,,,,97,97,41038,0.720775463,U,5429724,311361,48.99154082,-125.5787459
Wood Lake - LS3C,41039,41038.72078,41039.53819,0.00625,1177.083333,19.61805555,0.319444444,0.583333333,35,97,48,m,mixed,,,CORIXID,,,,,,,,,97,97,41038,0.720775463,U,5429724,311361,48.99154082,-125.5787459
Wood Lake - LS3C,41039,41038.72216,41039.54444,,1184.083333,19.73472222,0.319444444,0.583333333,36,98,71,m,lily,sparse,,RAAU,,l,31,,,,,,98,98,41038,0.722164352,U,5429725,311361,48.99154981,-125.5787464
Wood Lake - LS3C,41039,41038.72216,41039.54444,0.00625,1184.083333,19.73472222,0.319444444,0.583333333,36,98,71,m,lily,sparse,,CADDISFLY,,,,,,,,,98,98,41038,0.722164352,U,5429725,311361,48.99154981,-125.5787464
Wood Lake - LS3C,41039,41038.72318,41039.55069,,1191.616667,19.86027778,0.319444444,0.583333333,37,99,66,m,lily,sparse,,TSB,,,59,1.5,,,,,99,99,41038,0.72318287,U,5429735,311361,48.99163968,-125.578751
Wood Lake - LS3C,41039,41038.72318,41039.55069,,1191.616667,19.86027778,0.319444444,0.583333333,37,99,66,m,lily,sparse,,AMGR,,l,,5,42,44,,,99,99,41038,0.72318287,U,5429735,311361,48.99163968,-125.578751
Wood Lake - LS3C,41039,41038.72318,41039.55069,,1191.616667,19.86027778,0.319444444,0.583333333,37,99,66,m,lily,sparse,,CORIXID,,,,,,,,,99,99,41038,0.72318287,U,5429735,311361,48.99163968,-125.578751
Wood Lake - LS3C,41039,41038.72318,41039.55069,,1191.616667,19.86027778,0.319444444,0.583333333,37,99,66,m,lily,sparse,,CORIXID,,,,,,,,,99,99,41038,0.72318287,U,5429735,311361,48.99163968,-125.578751
Wood Lake - LS3C,41039,41038.72318,41039.55069,0.00625,1191.616667,19.86027778,0.319444444,0.583333333,37,99,66,m,lily,sparse,,MITE,,,,,,,,,99,99,41038,0.72318287,U,5429735,311361,48.99163968,-125.578751
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,RAAU,,l,30,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,RAAU,,l,31,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CADDISFLY,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CADDISFLY,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,CORIXID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72529,41039.55694,0.00625,1197.583333,19.95972222,0.319444444,0.583333333,38,100,54,m,"lily, buckbean",sparse,,NOTONECTID,,,,,,,,,100,100,41038,0.725289352,U,5429739,311363,48.99167623,-125.5787256
Wood Lake - LS3C,41039,41038.72898,41039.56319,,1201.266667,20.02111111,0.319444444,0.583333333,39,101,53.5,m,"lily, buckbean",sparse,,AMGR,,l,,3.5,41,45,,,101,101,41038,0.728981481,U,5429750,311371,48.99177754,-125.5786214
